locationid,Applicant,FacilityType,LocationDescription,Address,Status,FoodItems,Latitude,Longitude
532495,May Sun Kitchen,Truck,MINNESOTA ST: END to 26TH ST (1400 - 1499),1400 MINNESOTA ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75207459,-122.3901449
527276,Eva's Catering,Truck,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1900 19TH AVE,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.75212416,-122.4758723
526083,F & C Catering,Truck,TENNESSEE ST: END to 26TH ST (1500 - 1599),1500 TENNESSEE ST,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.75224167,-122.3891885
437212,Natan's Catering,Truck,ILLINOIS ST: 25TH ST to END (1500 - 1599),Assessors Block 4296/Lot010,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75240499,-122.3870002
526061,Tacos El Flaco,Truck,03RD ST: 25TH ST to 26TH ST (2901 - 2999) -- EAST --,2901 03RD ST,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Chips & Salsa & Various Beverages,37.75240499,-122.3870002
543487,Natan's Catering,Truck,ILLINOIS ST: 25TH ST to END (1500 - 1599),Assessors Block 4296/Lot010,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75240499,-122.3870002
484711,Benny's,Truck,FLORIDA ST: 24TH ST to 25TH ST (1200 - 1299),1217 FLORIDA ST,REQUESTED,Hot/cold sandwiches: anticuchos pervanos: natural juices: sodas: coffee: pastry:,37.75252748,-122.4098724
525796,May Catering,Truck,POTRERO AVE: 24TH ST to 25TH ST (1200 - 1299),1200 POTRERO AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75257727,-122.4068064
527275,Eva's Catering,Truck,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1100 ORTEGA ST,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.75266052,-122.4754735
532704,M M Catering,Truck,ILLINOIS ST: 24TH ST to 25TH ST (1400 - 1499),1499 ILLINOIS ST,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,37.75304032,-122.3866318
526075,F & C Catering,Truck,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2890 03RD ST,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.75310875,-122.3881702
550719,Two G's Catering,Truck,25TH ST: MINNESOTA ST to I-280 N ON RAMP \ INDIANA ST (1100 - 1199),1150 25TH ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.75313904,-122.3902468
437213,Natan's Catering,Truck,25TH ST: MARYLAND ST to MICHIGAN ST (400 - 699),Assessors Block 4241/Lot002,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75334,-122.3841284
543488,Natan's Catering,Truck,25TH ST: MARYLAND ST to MICHIGAN ST (400 - 699),Assessors Block 4241/Lot002,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75334,-122.3841284
532524,May Sun Kitchen,Truck,PENNSYLVANIA AVE: I-280 S OFF RAMP to 25TH ST (1050 - 1099),1082 PENNSYLVANIA AVE,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75336083,-122.3930459
526087,F & C Catering,Truck,25TH ST: MICHIGAN ST to ILLINOIS ST (700 - 799),700 25TH ST,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.75338081,-122.3863677
526367,Mike's Catering,Truck,INDIANA ST: 23RD ST to 25TH ST \ I-280 N ON RAMP (1200 - 1399),Assessors Block 4228/Lot080,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.75367998,-122.3904145
526362,Mike's Catering,Truck,MINNESOTA ST: 24TH ST to 25TH ST (1300 - 1399),1310 MINNESOTA ST,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.7536999,-122.3900683
525815,May Catering,Truck,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2800 03RD ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75371742,-122.388359
526080,F & C Catering,Truck,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2800 03RD ST,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.75371742,-122.388359
526827,El Gallo Jiro,Truck,23RD ST: TREAT AVE to FOLSOM ST (3052 - 3099),3055 23RD ST,APPROVED,Burritos: Giros: Tortas: Quesadillas: Tacos & Various Beverages,37.75392774,-122.4133231
526076,F & C Catering,Truck,MINNESOTA ST: 23RD ST to 24TH ST (1200 - 1299),1275 MINNESOTA ST,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.75425171,-122.3893812
494583,Sinthya's Hot Dogs,Truck,MISSION ST: 22ND ST to 23RD ST (2600 - 2699),2664 MISSION ST,REQUESTED,Hot dogs: chips: soda: corn on the cob: french fries,37.75430239,-122.4190001
525821,May Catering,Truck,23RD ST: HARRISON ST to TREAT AVE (3000 - 3053),3050 23RD ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75447643,-122.4128554
559783,Mang Hang Catering,Truck,MINNESOTA ST: 23RD ST to 24TH ST (1200 - 1299),1240 MINNESOTA ST,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.75461495,-122.3903881
532705,M M Catering,Truck,03RD ST: 23RD ST to 24TH ST (2700 - 2798) -- WEST --,2700 03RD ST,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,37.7547246,-122.3884569
437195,Natan's Catering,Truck,23RD ST: END to ILLINOIS ST (100 - 699),435 23RD ST,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75503073,-122.3845307
526361,Mike's Catering,Truck,23RD ST: END to ILLINOIS ST (100 - 699),435 23RD ST,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.75503073,-122.3845307
526378,Daniel's Catering,Truck,23RD ST: END to ILLINOIS ST (100 - 699),401 23RD ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.75503073,-122.3845307
532504,May Sun Kitchen,Truck,23RD ST: END to ILLINOIS ST (100 - 699),601 23RD ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75503073,-122.3845307
543470,Natan's Catering,Truck,23RD ST: END to ILLINOIS ST (100 - 699),435 23RD ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75503073,-122.3845307
417968,Doc's of the Bay,Truck,MISSION ST: 22ND ST to 23RD ST (2600 - 2699),2600 MISSION ST,EXPIRED,Burgers: French Fries: Black Bean Burgers: Mac and Cheese: drinks,37.75527236,-122.419093
526081,F & C Catering,Truck,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),898 PENNSYLVANIA AVE,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.75553447,-122.3939253
559788,Mang Hang Catering,Truck,22ND ST: SAN BRUNO AVE to UTAH ST (2400 - 2449),2401 22ND ST,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.75563701,-122.4051019
525812,May Catering,Truck,03RD ST: 22ND ST to 23RD ST (2501 - 2699) -- EAST --,2565 03RD ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7567173,-122.387649
532706,M M Catering,Truck,INDIANA ST: 22ND ST to TUBBS ST (1000 - 1099),1095 INDIANA ST,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,37.75690709,-122.3905254
532507,May Sun Kitchen,Truck,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),700 PENNSYLVANIA AVE,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75692365,-122.3935496
532521,May Sun Kitchen,Truck,22ND ST: MISSISSIPPI ST to TEXAS ST (1255 - 1399),1255 22ND ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75701552,-122.3940629
339198,Leticia Montes,Push Cart,MISSION ST: CATHERINE CT to 21ST ST (2430 - 2499),2465 MISSION ST,REQUESTED,Churros: pre-packaged snacks: tamales: beverages,37.75773314,-122.4186109
532503,May Sun Kitchen,Truck,TEXAS ST: SIERRA ST to 22ND ST (632 - 699),640 TEXAS ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75791706,-122.3954759
527277,Eva's Catering,Truck,20TH AVE: LAWTON ST to MORAGA ST (1600 - 1699),1650 20TH AVE,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.75798419,-122.4334658
532494,May Sun Kitchen,Truck,INDIANA ST: 20TH ST to 22ND ST (800 - 999),998 INDIANA ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75803739,-122.3916719
550717,Two G's Catering,Truck,INDIANA ST: 20TH ST to 22ND ST (800 - 999),975 INDIANA ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.75816994,-122.3909006
532270,Julie's Hot Dogs,Truck,MISSION ST: 20TH ST to CATHERINE CT (2400 - 2429),2401 MISSION ST,APPROVED,Hot dogs: Bacon wrapped hot dogs: soda: water: sports drinks: energy drinks: chips,37.75843724,-122.4186783
532520,May Sun Kitchen,Truck,INDIANA ST: 20TH ST to 22ND ST (800 - 999),951 INDIANA ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75878616,-122.3909584
525791,May Catering,Truck,ILLINOIS ST: 20TH ST to 22ND ST (900 - 1099),1000 ILLINOIS ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75924592,-122.3879174
437211,Natan's Catering,Truck,MISSOURI ST: 20TH ST to SIERRA ST (500 - 630),555 MISSOURI ST,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75930377,-122.3959022
543486,Natan's Catering,Truck,MISSOURI ST: 20TH ST to SIERRA ST (500 - 630),555 MISSOURI ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.75930377,-122.3959022
525914,John's Catering #5,Truck,BRYANT ST: 19TH ST to 20TH ST (2100 - 2199),2157 BRYANT ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.75979627,-122.4095734
525809,May Catering,Truck,YORK ST: 19TH ST to 20TH ST (700 - 799),720 YORK ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75982584,-122.4092029
525801,May Catering,Truck,TREAT AVE: MISTRAL ST to END (630 - 699),630 TREAT AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75995143,-122.4140497
519831,Leo's Hot Dogs,Push Cart,MISSION ST: 19TH ST to 20TH ST (2300 - 2399),2301 MISSION ST,REQUESTED,Hot dogs and related toppings: non alcoholic beverages,37.76008693,-122.4188065
525816,May Catering,Truck,HARRISON ST: 19TH ST to MISTRAL ST (2301 - 2360),2301 HARRISON ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76009967,-122.412376
487711,Teresa Hotdogs,Truck,18TH ST: CASTRO ST to COLLINGWOOD ST (4100 - 4199),4111 18TH ST,REQUESTED,Hot dogs & various beverages,37.76068177,-122.4352579
509488,Sun Rise Catering,Truck,POTRERO AVE: 18TH ST to 19TH ST (600 - 698) -- WEST --,690 POTRERO AVE,REQUESTED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,37.76086695,-122.4074298
559772,Mang Hang Catering,Truck,VALENCIA ST: 18TH ST to 19TH ST (700 - 799),740 VALENCIA ST,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.76095717,-122.4218242
532493,May Sun Kitchen,Truck,TENNESSEE ST: 19TH ST to 20TH ST (800 - 899),815 TENNESSEE ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7615022,-122.389277
525800,May Catering,Truck,YORK ST: 18TH ST to 19TH ST (600 - 699),620 YORK ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76157185,-122.4094447
487714,Teresa Hotdogs,Truck,CASTRO ST: 17TH ST \ MARKET ST to 18TH ST (400 - 499),444 CASTRO ST,REQUESTED,Hot dogs & various beverages,37.76174894,-122.4354011
532498,May Sun Kitchen,Truck,TENNESSEE ST: 18TH ST to 19TH ST (700 - 799),790 TENNESSEE ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7618524,-122.3899321
525811,May Catering,Truck,ALABAMA ST: MARIPOSA ST to 18TH ST (500 - 599),501 ALABAMA ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76247682,-122.411819
525804,May Catering,Truck,HARRISON ST: 17TH ST to MARIPOSA ST (2050 - 2149),2130 HARRISON ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76281495,-122.4132115
487710,Teresa Hotdogs,Truck,MARKET ST: 16TH ST \ NOE ST to 17TH ST \ CASTRO ST (2301 - 2399) -- SOUTH --,2367 MARKET ST,REQUESTED,Hot dogs & various beverages,37.76283871,-122.4343519
525806,May Catering,Truck,YORK ST: MARIPOSA ST to 18TH ST (500 - 599),501 YORK ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76291431,-122.4089512
547025,El Tonayense #60,Truck,HARRISON ST: 17TH ST to MARIPOSA ST (2050 - 2149),401 TREAT AVE,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Drinks,37.76310833,-122.4134549
437204,Natan's Catering,Truck,17TH ST: MISSION ST to HOFF ST (3300 - 3343),3335 17TH ST,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76315639,-122.4203222
543479,Natan's Catering,Truck,17TH ST: MISSION ST to HOFF ST (3300 - 3343),3335 17TH ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76315639,-122.4203222
558549,Raspados El Yocateco,Push Cart,MISSION ST: 17TH ST to CLARION ALY (2100 - 2131),2100 MISSION ST,REQUESTED,Shaved Ice: Tamarind: Strawberry: Lemon: horchata: hibiscus,37.7632279,-122.419795
526090,Del Popolo LLC.,Truck,MARIPOSA ST: BRYANT ST to FLORIDA ST (2700 - 2799),2772 MARIPOSA ST,APPROVED,Wood Fired Pizzas,37.76329292,-122.4107448
532489,May Sun Kitchen,Truck,03RD ST: MARIPOSA ST to 18TH ST (2001 - 2099) -- EAST --,2085 03RD ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.76329906,-122.3884823
532496,May Sun Kitchen,Truck,PENNSYLVANIA AVE: MARIPOSA ST to I-280 S OFF RAMP (200 - 256),208 PENNSYLVANIA AVE,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.76346296,-122.3940129
532501,May Sun Kitchen,Truck,TENNESSEE ST: MARIPOSA ST to 18TH ST (600 - 699),640 TENNESSEE ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.76354048,-122.3900966
532523,May Sun Kitchen,Truck,03RD ST: MARIPOSA ST to 18TH ST (2000 - 2098) -- WEST --,2030 03RD ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7636598,-122.3891339
525836,May Catering,Truck,MINNESOTA ST: 04TH ST \ MARIPOSA ST to 18TH ST (500 - 599),535 MINNESOTA ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76369087,-122.3904574
525902,John's Catering #5,Truck,MARIPOSA ST: HAMPSHIRE ST to YORK ST (2500 - 2599),2500 MARIPOSA ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.76372721,-122.4093341
532701,M M Catering,Truck,ALABAMA ST: 17TH ST to MARIPOSA ST (400 - 499),400 ALABAMA ST,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,37.76380665,-122.412611
525843,May Catering,Truck,MARIPOSA ST: 04TH ST \ MINNESOTA ST to INDIANA ST (700 - 799),777 MARIPOSA ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76381128,-122.3912654
566651,The Chai Cart,Push Cart,VALENCIA ST: 16TH ST to 17TH ST (500 - 599),560 VALENCIA ST,APPROVED,Hot Indian Chai,37.76385808,-122.4220826
526399,Munch A Bunch,Truck,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.76386403,-122.4583917
526469,DO UC US Mobile Catering,Truck,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.76386403,-122.4583917
525842,May Catering,Truck,04TH ST: CHINA BASIN ST to MISSION BAY BLVD (1300 - 1399),1322 04TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76387076,-122.4606006
525822,May Catering,Truck,17TH ST: TREAT AVE to FOLSOM ST (3025 - 3099),3030 17TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76403818,-122.4137575
532505,May Sun Kitchen,Truck,MARIPOSA ST: TENNESSEE ST to 04TH ST \ MINNESOTA ST (600 - 699),601 MARIPOSA ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.76405209,-122.3901444
525798,May Catering,Truck,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),600 ILLINOIS ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76416013,-122.3881423
532516,May Sun Kitchen,Truck,MARIPOSA ST: PENNSYLVANIA AVE to MISSISSIPPI ST (1000 - 1099),1040 MARIPOSA ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.76420238,-122.3942852
437224,Natan's Catering,Truck,CONNECTICUT ST: 17TH ST to MARIPOSA ST (100 - 199),146 CONNECTICUT ST,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7644473,-122.3979874
543499,Natan's Catering,Truck,CONNECTICUT ST: 17TH ST to MARIPOSA ST (100 - 199),146 CONNECTICUT ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7644473,-122.3979874
525793,May Catering,Truck,ALABAMA ST: 16TH ST to 17TH ST (300 - 399),380 ALABAMA ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76445239,-122.4126719
526376,Daniel's Catering,Truck,16TH ST: SPENCER ST to DOLORES ST (3220 - 3299),3253 16TH ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.76445952,-122.4251614
509489,Sun Rise Catering,Truck,TREAT AVE: 16TH ST \ HARRISON ST to 17TH ST (300 - 399),350 TREAT AVE,REQUESTED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,37.76452731,-122.4136283
456842,Panchita's No. 2,Push Cart,16TH ST: CALEDONIA ST to VALENCIA ST (3072 - 3099),3091 16TH ST,APPROVED,Pupusas,37.76471381,-122.4216024
437210,Natan's Catering,Truck,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),Assessors Block 3941/Lot001,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76474132,-122.3871248
543485,Natan's Catering,Truck,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),Assessors Block 3941/Lot001,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76474132,-122.3871248
560703,Santana ESG Inc.,Truck,SHOTWELL ST: 16TH ST to 17TH ST (200 - 299),200 SHOTWELL ST,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,37.76474535,-122.4165621
525810,May Catering,Truck,FOLSOM ST: 16TH ST to ENTERPRISE ST (2000 - 2035),2000 FOLSOM ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76502716,-122.4155078
525904,John's Catering #5,Truck,03RD ST: 16TH ST to MARIPOSA ST (1800 - 1998) -- WEST --,1900 03RD ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.76510646,-122.3896795
417967,Doc's of the Bay,Truck,16TH ST: CALEDONIA ST to VALENCIA ST (3072 - 3099),3092 16TH ST,EXPIRED,Burgers: French Fries: Black Bean Burgers: Mac and Cheese: drinks,37.76517592,-122.4215959
526398,Munch A Bunch,Truck,17TH ST: SAN BRUNO AVE to UTAH ST (2200 - 2299),2222 17TH ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.76521595,-122.406007
437221,Natan's Catering,Truck,KANSAS ST: 16TH ST to 17TH ST (300 - 399),350 KANSAS ST,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76537067,-122.4039078
543496,Natan's Catering,Truck,KANSAS ST: 16TH ST to 17TH ST (300 - 399),350 KANSAS ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76537067,-122.4039078
525827,May Catering,Truck,WISCONSIN ST: 16TH ST to 17TH ST (100 - 199),166 WISCONSIN ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76543387,-122.4001982
512356,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,Truck,RHODE ISLAND ST: 16TH ST to 17TH ST (300 - 399),301 RHODE ISLAND ST,REQUESTED,Multiple Trucks - Everything,37.76545974,-122.4021364
521740,Linda's Catering,Truck,07TH AVE: LINCOLN WAY to HUGO ST (1200 - 1246),1219 07TH AVE,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.76549699,-122.4645976
525802,May Catering,Truck,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),Assessors Block 8727/Lot005,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76558647,-122.3931971
525820,May Catering,Truck,16TH ST: FLORIDA ST to ALABAMA ST (2500 - 2599),2500 16TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76582045,-122.4119684
512358,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,Truck,16TH ST: KANSAS ST to VERMONT ST (1700 - 1799),1700 16TH ST,REQUESTED,Multiple Trucks - Everything,37.76621745,-122.4039528
532708,M M Catering,Truck,16TH ST: HAMPSHIRE ST to BRYANT ST (2200 - 2399),Assessors Block 3930A/Lot002,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,37.76651093,-122.4092601
526377,Daniel's Catering,Truck,MARKET ST: CHURCH ST to 15TH ST (2101 - 2195) -- SOUTH --,2145 MARKET ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.76662477,-122.4295112
525818,May Catering,Truck,16TH ST: DAGGETT ST \ MISSOURI ST to CONNECTICUT ST (1000 - 1099),1006 16TH ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76668986,-122.3971823
487908,Mr. Nice LLC,Truck,15TH ST: RHODE ISLAND ST to HENRY ADAMS ST \ KANSAS ST (200 - 299),235 15TH ST,REQUESTED,100% Grass fed beef hot dogs: wellshire bacon wrapped hot dogs: beef & heirloom pork spicy link: smoked pork bratwurst: organic chicken apple sausage: Irish breakfast rolls: sandwiches: various sides (fries: potato salad: coleslaw: salad) & ice cream.,37.76697676,-122.4031231
531040,La Falafel,Truck,VALENCIA ST: ROSA PARKS LN to 15TH ST (338 - 399),363 VALENCIA ST,APPROVED,Falafel Sandwiches: Fries: Soda: Iced Tea & Various Drinks.,37.76712646,-122.4217827
